region,subregion,county.fips,county.name
oklahoma,kingfisher,40073,"Kingfisher County, Oklahoma"
oklahoma,kiowa,40075,"Kiowa County, Oklahoma"
oklahoma,latimer,40077,"Latimer County, Oklahoma"
oklahoma,le flore,40079,"Le Flore County, Oklahoma"
oklahoma,lincoln,40081,"Lincoln County, Oklahoma"
oklahoma,logan,40083,"Logan County, Oklahoma"
oklahoma,love,40085,"Love County, Oklahoma"
oklahoma,mcclain,40087,"McClain County, Oklahoma"
oklahoma,mccurtain,40089,"McCurtain County, Oklahoma"
oklahoma,mcintosh,40091,"McIntosh County, Oklahoma"
oklahoma,major,40093,"Major County, Oklahoma"
oklahoma,marshall,40095,"Marshall County, Oklahoma"
oklahoma,mayes,40097,"Mayes County, Oklahoma"
oklahoma,murray,40099,"Murray County, Oklahoma"
oklahoma,muskogee,40101,"Muskogee County, Oklahoma"
oklahoma,noble,40103,"Noble County, Oklahoma"
oklahoma,nowata,40105,"Nowata County, Oklahoma"
oklahoma,okfuskee,40107,"Okfuskee County, Oklahoma"
oklahoma,oklahoma,40109,"Oklahoma County, Oklahoma"
oklahoma,okmulgee,40111,"Okmulgee County, Oklahoma"
oklahoma,osage,40113,"Osage County, Oklahoma"
oklahoma,ottawa,40115,"Ottawa County, Oklahoma"
oklahoma,pawnee,40117,"Pawnee County, Oklahoma"
oklahoma,payne,40119,"Payne County, Oklahoma"
oklahoma,pittsburg,40121,"Pittsburg County, Oklahoma"
oklahoma,pontotoc,40123,"Pontotoc County, Oklahoma"
oklahoma,pottawatomie,40125,"Pottawatomie County, Oklahoma"
oklahoma,pushmataha,40127,"Pushmataha County, Oklahoma"
oklahoma,roger mills,40129,"Roger Mills County, Oklahoma"
oklahoma,rogers,40131,"Rogers County, Oklahoma"
oklahoma,seminole,40133,"Seminole County, Oklahoma"
oklahoma,sequoyah,40135,"Sequoyah County, Oklahoma"
oklahoma,stephens,40137,"Stephens County, Oklahoma"
oklahoma,texas,40139,"Texas County, Oklahoma"
oklahoma,tillman,40141,"Tillman County, Oklahoma"
oklahoma,tulsa,40143,"Tulsa County, Oklahoma"
oklahoma,wagoner,40145,"Wagoner County, Oklahoma"
oklahoma,washington,40147,"Washington County, Oklahoma"
oklahoma,washita,40149,"Washita County, Oklahoma"
oklahoma,woods,40151,"Woods County, Oklahoma"
oklahoma,woodward,40153,"Woodward County, Oklahoma"
oregon,baker,41001,"Baker County, Oregon"
oregon,benton,41003,"Benton County, Oregon"
oregon,clackamas,41005,"Clackamas County, Oregon"
oregon,clatsop,41007,"Clatsop County, Oregon"
oregon,columbia,41009,"Columbia County, Oregon"
oregon,coos,41011,"Coos County, Oregon"
oregon,crook,41013,"Crook County, Oregon"
oregon,curry,41015,"Curry County, Oregon"
oregon,deschutes,41017,"Deschutes County, Oregon"
oregon,douglas,41019,"Douglas County, Oregon"
oregon,gilliam,41021,"Gilliam County, Oregon"
oregon,grant,41023,"Grant County, Oregon"
oregon,harney,41025,"Harney County, Oregon"
oregon,hood river,41027,"Hood River County, Oregon"
oregon,jackson,41029,"Jackson County, Oregon"
oregon,jefferson,41031,"Jefferson County, Oregon"
oregon,josephine,41033,"Josephine County, Oregon"
oregon,klamath,41035,"Klamath County, Oregon"
oregon,lake,41037,"Lake County, Oregon"
oregon,lane,41039,"Lane County, Oregon"
oregon,lincoln,41041,"Lincoln County, Oregon"
oregon,linn,41043,"Linn County, Oregon"
oregon,malheur,41045,"Malheur County, Oregon"
oregon,marion,41047,"Marion County, Oregon"
oregon,morrow,41049,"Morrow County, Oregon"
oregon,multnomah,41051,"Multnomah County, Oregon"
oregon,polk,41053,"Polk County, Oregon"
oregon,sherman,41055,"Sherman County, Oregon"
oregon,tillamook,41057,"Tillamook County, Oregon"
oregon,umatilla,41059,"Umatilla County, Oregon"
oregon,union,41061,"Union County, Oregon"
oregon,wallowa,41063,"Wallowa County, Oregon"
oregon,wasco,41065,"Wasco County, Oregon"
oregon,washington,41067,"Washington County, Oregon"
oregon,wheeler,41069,"Wheeler County, Oregon"
oregon,yamhill,41071,"Yamhill County, Oregon"
pennsylvania,adams,42001,"Adams County, Pennsylvania"
pennsylvania,allegheny,42003,"Allegheny County, Pennsylvania"
pennsylvania,armstrong,42005,"Armstrong County, Pennsylvania"
pennsylvania,beaver,42007,"Beaver County, Pennsylvania"
pennsylvania,bedford,42009,"Bedford County, Pennsylvania"
pennsylvania,berks,42011,"Berks County, Pennsylvania"
pennsylvania,blair,42013,"Blair County, Pennsylvania"
pennsylvania,bradford,42015,"Bradford County, Pennsylvania"
pennsylvania,bucks,42017,"Bucks County, Pennsylvania"
pennsylvania,butler,42019,"Butler County, Pennsylvania"
pennsylvania,cambria,42021,"Cambria County, Pennsylvania"
pennsylvania,cameron,42023,"Cameron County, Pennsylvania"
pennsylvania,carbon,42025,"Carbon County, Pennsylvania"
pennsylvania,centre,42027,"Centre County, Pennsylvania"
pennsylvania,chester,42029,"Chester County, Pennsylvania"
pennsylvania,clarion,42031,"Clarion County, Pennsylvania"
pennsylvania,clearfield,42033,"Clearfield County, Pennsylvania"
pennsylvania,clinton,42035,"Clinton County, Pennsylvania"
pennsylvania,columbia,42037,"Columbia County, Pennsylvania"
pennsylvania,crawford,42039,"Crawford County, Pennsylvania"
pennsylvania,cumberland,42041,"Cumberland County, Pennsylvania"
pennsylvania,dauphin,42043,"Dauphin County, Pennsylvania"
pennsylvania,delaware,42045,"Delaware County, Pennsylvania"
pennsylvania,elk,42047,"Elk County, Pennsylvania"
pennsylvania,erie,42049,"Erie County, Pennsylvania"
pennsylvania,fayette,42051,"Fayette County, Pennsylvania"
pennsylvania,forest,42053,"Forest County, Pennsylvania"
pennsylvania,franklin,42055,"Franklin County, Pennsylvania"
pennsylvania,fulton,42057,"Fulton County, Pennsylvania"
pennsylvania,greene,42059,"Greene County, Pennsylvania"
pennsylvania,huntingdon,42061,"Huntingdon County, Pennsylvania"
pennsylvania,indiana,42063,"Indiana County, Pennsylvania"
pennsylvania,jefferson,42065,"Jefferson County, Pennsylvania"
pennsylvania,juniata,42067,"Juniata County, Pennsylvania"
pennsylvania,lackawanna,42069,"Lackawanna County, Pennsylvania"
pennsylvania,lancaster,42071,"Lancaster County, Pennsylvania"
pennsylvania,lawrence,42073,"Lawrence County, Pennsylvania"
pennsylvania,lebanon,42075,"Lebanon County, Pennsylvania"
pennsylvania,lehigh,42077,"Lehigh County, Pennsylvania"
pennsylvania,luzerne,42079,"Luzerne County, Pennsylvania"
pennsylvania,lycoming,42081,"Lycoming County, Pennsylvania"
pennsylvania,mckean,42083,"McKean County, Pennsylvania"
pennsylvania,mercer,42085,"Mercer County, Pennsylvania"
pennsylvania,mifflin,42087,"Mifflin County, Pennsylvania"
pennsylvania,monroe,42089,"Monroe County, Pennsylvania"
pennsylvania,montgomery,42091,"Montgomery County, Pennsylvania"
pennsylvania,montour,42093,"Montour County, Pennsylvania"
pennsylvania,northampton,42095,"Northampton County, Pennsylvania"
pennsylvania,northumberland,42097,"Northumberland County, Pennsylvania"
pennsylvania,perry,42099,"Perry County, Pennsylvania"
pennsylvania,philadelphia,42101,"Philadelphia County, Pennsylvania"
pennsylvania,pike,42103,"Pike County, Pennsylvania"
pennsylvania,potter,42105,"Potter County, Pennsylvania"
pennsylvania,schuylkill,42107,"Schuylkill County, Pennsylvania"
pennsylvania,snyder,42109,"Snyder County, Pennsylvania"
pennsylvania,somerset,42111,"Somerset County, Pennsylvania"
pennsylvania,sullivan,42113,"Sullivan County, Pennsylvania"
pennsylvania,susquehanna,42115,"Susquehanna County, Pennsylvania"
pennsylvania,tioga,42117,"Tioga County, Pennsylvania"
pennsylvania,union,42119,"Union County, Pennsylvania"
pennsylvania,venango,42121,"Venango County, Pennsylvania"
pennsylvania,warren,42123,"Warren County, Pennsylvania"
pennsylvania,washington,42125,"Washington County, Pennsylvania"
pennsylvania,wayne,42127,"Wayne County, Pennsylvania"
pennsylvania,westmoreland,42129,"Westmoreland County, Pennsylvania"
pennsylvania,wyoming,42131,"Wyoming County, Pennsylvania"
pennsylvania,york,42133,"York County, Pennsylvania"
rhode island,bristol,44001,"Bristol County, Rhode Island"
rhode island,kent,44003,"Kent County, Rhode Island"
rhode island,newport,44005,"Newport County, Rhode Island"
rhode island,providence,44007,"Providence County, Rhode Island"
rhode island,washington,44009,"Washington County, Rhode Island"
south carolina,abbeville,45001,"Abbeville County, South Carolina"
south carolina,aiken,45003,"Aiken County, South Carolina"
south carolina,allendale,45005,"Allendale County, South Carolina"
south carolina,anderson,45007,"Anderson County, South Carolina"
south carolina,bamberg,45009,"Bamberg County, South Carolina"
south carolina,barnwell,45011,"Barnwell County, South Carolina"
south carolina,beaufort,45013,"Beaufort County, South Carolina"
south carolina,berkeley,45015,"Berkeley County, South Carolina"
south carolina,calhoun,45017,"Calhoun County, South Carolina"
south carolina,charleston,45019,"Charleston County, South Carolina"
south carolina,cherokee,45021,"Cherokee County, South Carolina"
south carolina,chester,45023,"Chester County, South Carolina"
south carolina,chesterfield,45025,"Chesterfield County, South Carolina"
south carolina,clarendon,45027,"Clarendon County, South Carolina"
south carolina,colleton,45029,"Colleton County, South Carolina"
south carolina,darlington,45031,"Darlington County, South Carolina"
south carolina,dillon,45033,"Dillon County, South Carolina"
south carolina,dorchester,45035,"Dorchester County, South Carolina"
south carolina,edgefield,45037,"Edgefield County, South Carolina"
south carolina,fairfield,45039,"Fairfield County, South Carolina"
south carolina,florence,45041,"Florence County, South Carolina"
south carolina,georgetown,45043,"Georgetown County, South Carolina"
south carolina,greenville,45045,"Greenville County, South Carolina"
south carolina,greenwood,45047,"Greenwood County, South Carolina"
south carolina,hampton,45049,"Hampton County, South Carolina"
south carolina,horry,45051,"Horry County, South Carolina"
south carolina,jasper,45053,"Jasper County, South Carolina"
south carolina,kershaw,45055,"Kershaw County, South Carolina"
south carolina,lancaster,45057,"Lancaster County, South Carolina"
south carolina,laurens,45059,"Laurens County, South Carolina"
south carolina,lee,45061,"Lee County, South Carolina"
south carolina,lexington,45063,"Lexington County, South Carolina"
south carolina,mccormick,45065,"McCormick County, South Carolina"
south carolina,marion,45067,"Marion County, South Carolina"
south carolina,marlboro,45069,"Marlboro County, South Carolina"
south carolina,newberry,45071,"Newberry County, South Carolina"
south carolina,oconee,45073,"Oconee County, South Carolina"
south carolina,orangeburg,45075,"Orangeburg County, South Carolina"
south carolina,pickens,45077,"Pickens County, South Carolina"
south carolina,richland,45079,"Richland County, South Carolina"
south carolina,saluda,45081,"Saluda County, South Carolina"
south carolina,spartanburg,45083,"Spartanburg County, South Carolina"
south carolina,sumter,45085,"Sumter County, South Carolina"
south carolina,union,45087,"Union County, South Carolina"
south carolina,williamsburg,45089,"Williamsburg County, South Carolina"
south carolina,york,45091,"York County, South Carolina"
south dakota,aurora,46003,"Aurora County, South Dakota"
south dakota,beadle,46005,"Beadle County, South Dakota"
south dakota,bennett,46007,"Bennett County, South Dakota"
south dakota,bon homme,46009,"Bon Homme County, South Dakota"
south dakota,brookings,46011,"Brookings County, South Dakota"
south dakota,brown,46013,"Brown County, South Dakota"
south dakota,brule,46015,"Brule County, South Dakota"
south dakota,buffalo,46017,"Buffalo County, South Dakota"
south dakota,butte,46019,"Butte County, South Dakota"
south dakota,campbell,46021,"Campbell County, South Dakota"
south dakota,charles mix,46023,"Charles Mix County, South Dakota"
south dakota,clark,46025,"Clark County, South Dakota"
south dakota,clay,46027,"Clay County, South Dakota"
south dakota,codington,46029,"Codington County, South Dakota"
south dakota,corson,46031,"Corson County, South Dakota"
south dakota,custer,46033,"Custer County, South Dakota"
south dakota,davison,46035,"Davison County, South Dakota"
south dakota,day,46037,"Day County, South Dakota"
south dakota,deuel,46039,"Deuel County, South Dakota"
south dakota,dewey,46041,"Dewey County, South Dakota"
south dakota,douglas,46043,"Douglas County, South Dakota"
south dakota,edmunds,46045,"Edmunds County, South Dakota"
south dakota,fall river,46047,"Fall River County, South Dakota"
south dakota,faulk,46049,"Faulk County, South Dakota"
south dakota,grant,46051,"Grant County, South Dakota"
south dakota,gregory,46053,"Gregory County, South Dakota"
south dakota,haakon,46055,"Haakon County, South Dakota"
south dakota,hamlin,46057,"Hamlin County, South Dakota"
south dakota,hand,46059,"Hand County, South Dakota"
south dakota,hanson,46061,"Hanson County, South Dakota"
south dakota,harding,46063,"Harding County, South Dakota"
south dakota,hughes,46065,"Hughes County, South Dakota"
south dakota,hutchinson,46067,"Hutchinson County, South Dakota"
south dakota,hyde,46069,"Hyde County, South Dakota"
south dakota,jackson,46071,"Jackson County, South Dakota"
south dakota,jerauld,46073,"Jerauld County, South Dakota"
south dakota,jones,46075,"Jones County, South Dakota"
south dakota,kingsbury,46077,"Kingsbury County, South Dakota"
south dakota,lake,46079,"Lake County, South Dakota"
south dakota,lawrence,46081,"Lawrence County, South Dakota"
south dakota,lincoln,46083,"Lincoln County, South Dakota"
south dakota,lyman,46085,"Lyman County, South Dakota"
south dakota,mccook,46087,"McCook County, South Dakota"
south dakota,mcpherson,46089,"McPherson County, South Dakota"
south dakota,marshall,46091,"Marshall County, South Dakota"
south dakota,meade,46093,"Meade County, South Dakota"
south dakota,mellette,46095,"Mellette County, South Dakota"
south dakota,miner,46097,"Miner County, South Dakota"
south dakota,minnehaha,46099,"Minnehaha County, South Dakota"
south dakota,moody,46101,"Moody County, South Dakota"
south dakota,pennington,46103,"Pennington County, South Dakota"
south dakota,perkins,46105,"Perkins County, South Dakota"
south dakota,potter,46107,"Potter County, South Dakota"
south dakota,roberts,46109,"Roberts County, South Dakota"
south dakota,sanborn,46111,"Sanborn County, South Dakota"
south dakota,shannon,46113,"Shannon County, South Dakota"
south dakota,spink,46115,"Spink County, South Dakota"
south dakota,stanley,46117,"Stanley County, South Dakota"
south dakota,sully,46119,"Sully County, South Dakota"
south dakota,todd,46121,"Todd County, South Dakota"
south dakota,tripp,46123,"Tripp County, South Dakota"
south dakota,turner,46125,"Turner County, South Dakota"
south dakota,union,46127,"Union County, South Dakota"
south dakota,walworth,46129,"Walworth County, South Dakota"
south dakota,yankton,46135,"Yankton County, South Dakota"
south dakota,ziebach,46137,"Ziebach County, South Dakota"
tennessee,anderson,47001,"Anderson County, Tennessee"
tennessee,bedford,47003,"Bedford County, Tennessee"
tennessee,benton,47005,"Benton County, Tennessee"
tennessee,bledsoe,47007,"Bledsoe County, Tennessee"
tennessee,blount,47009,"Blount County, Tennessee"
tennessee,bradley,47011,"Bradley County, Tennessee"
tennessee,campbell,47013,"Campbell County, Tennessee"
tennessee,cannon,47015,"Cannon County, Tennessee"
tennessee,carroll,47017,"Carroll County, Tennessee"
tennessee,carter,47019,"Carter County, Tennessee"
tennessee,cheatham,47021,"Cheatham County, Tennessee"
tennessee,chester,47023,"Chester County, Tennessee"
tennessee,claiborne,47025,"Claiborne County, Tennessee"
tennessee,clay,47027,"Clay County, Tennessee"
tennessee,cocke,47029,"Cocke County, Tennessee"
tennessee,coffee,47031,"Coffee County, Tennessee"
tennessee,crockett,47033,"Crockett County, Tennessee"
tennessee,cumberland,47035,"Cumberland County, Tennessee"
tennessee,davidson,47037,"Davidson County, Tennessee"
tennessee,decatur,47039,"Decatur County, Tennessee"
tennessee,de kalb,47041,"DeKalb County, Tennessee"
tennessee,dickson,47043,"Dickson County, Tennessee"
tennessee,dyer,47045,"Dyer County, Tennessee"
tennessee,fayette,47047,"Fayette County, Tennessee"
tennessee,fentress,47049,"Fentress County, Tennessee"
tennessee,franklin,47051,"Franklin County, Tennessee"
tennessee,gibson,47053,"Gibson County, Tennessee"
tennessee,giles,47055,"Giles County, Tennessee"
tennessee,grainger,47057,"Grainger County, Tennessee"
tennessee,greene,47059,"Greene County, Tennessee"
tennessee,grundy,47061,"Grundy County, Tennessee"
tennessee,hamblen,47063,"Hamblen County, Tennessee"
tennessee,hamilton,47065,"Hamilton County, Tennessee"
tennessee,hancock,47067,"Hancock County, Tennessee"
tennessee,hardeman,47069,"Hardeman County, Tennessee"
tennessee,hardin,47071,"Hardin County, Tennessee"
tennessee,hawkins,47073,"Hawkins County, Tennessee"
tennessee,haywood,47075,"Haywood County, Tennessee"
tennessee,henderson,47077,"Henderson County, Tennessee"
tennessee,henry,47079,"Henry County, Tennessee"
tennessee,hickman,47081,"Hickman County, Tennessee"
tennessee,houston,47083,"Houston County, Tennessee"
tennessee,humphreys,47085,"Humphreys County, Tennessee"
tennessee,jackson,47087,"Jackson County, Tennessee"
tennessee,jefferson,47089,"Jefferson County, Tennessee"
tennessee,johnson,47091,"Johnson County, Tennessee"
tennessee,knox,47093,"Knox County, Tennessee"
tennessee,lake,47095,"Lake County, Tennessee"
tennessee,lauderdale,47097,"Lauderdale County, Tennessee"
tennessee,lawrence,47099,"Lawrence County, Tennessee"
tennessee,lewis,47101,"Lewis County, Tennessee"
tennessee,lincoln,47103,"Lincoln County, Tennessee"
tennessee,loudon,47105,"Loudon County, Tennessee"
tennessee,mcminn,47107,"McMinn County, Tennessee"
tennessee,mcnairy,47109,"McNairy County, Tennessee"
tennessee,macon,47111,"Macon County, Tennessee"
tennessee,madison,47113,"Madison County, Tennessee"
tennessee,marion,47115,"Marion County, Tennessee"
tennessee,marshall,47117,"Marshall County, Tennessee"
tennessee,maury,47119,"Maury County, Tennessee"
tennessee,meigs,47121,"Meigs County, Tennessee"
tennessee,monroe,47123,"Monroe County, Tennessee"
tennessee,montgomery,47125,"Montgomery County, Tennessee"
tennessee,moore,47127,"Moore County, Tennessee"
tennessee,morgan,47129,"Morgan County, Tennessee"
tennessee,obion,47131,"Obion County, Tennessee"
tennessee,overton,47133,"Overton County, Tennessee"
tennessee,perry,47135,"Perry County, Tennessee"
tennessee,pickett,47137,"Pickett County, Tennessee"
tennessee,polk,47139,"Polk County, Tennessee"
tennessee,putnam,47141,"Putnam County, Tennessee"
tennessee,rhea,47143,"Rhea County, Tennessee"
tennessee,roane,47145,"Roane County, Tennessee"
tennessee,robertson,47147,"Robertson County, Tennessee"
tennessee,rutherford,47149,"Rutherford County, Tennessee"
tennessee,scott,47151,"Scott County, Tennessee"
tennessee,sequatchie,47153,"Sequatchie County, Tennessee"
tennessee,sevier,47155,"Sevier County, Tennessee"
tennessee,shelby,47157,"Shelby County, Tennessee"
tennessee,smith,47159,"Smith County, Tennessee"
tennessee,stewart,47161,"Stewart County, Tennessee"
tennessee,sullivan,47163,"Sullivan County, Tennessee"
tennessee,sumner,47165,"Sumner County, Tennessee"
tennessee,tipton,47167,"Tipton County, Tennessee"
tennessee,trousdale,47169,"Trousdale County, Tennessee"
tennessee,unicoi,47171,"Unicoi County, Tennessee"
tennessee,union,47173,"Union County, Tennessee"
tennessee,van buren,47175,"Van Buren County, Tennessee"
tennessee,warren,47177,"Warren County, Tennessee"
tennessee,washington,47179,"Washington County, Tennessee"
tennessee,wayne,47181,"Wayne County, Tennessee"
tennessee,weakley,47183,"Weakley County, Tennessee"
tennessee,white,47185,"White County, Tennessee"
tennessee,williamson,47187,"Williamson County, Tennessee"
tennessee,wilson,47189,"Wilson County, Tennessee"
texas,anderson,48001,"Anderson County, Texas"
texas,andrews,48003,"Andrews County, Texas"
texas,angelina,48005,"Angelina County, Texas"
texas,aransas,48007,"Aransas County, Texas"
texas,archer,48009,"Archer County, Texas"
texas,armstrong,48011,"Armstrong County, Texas"
texas,atascosa,48013,"Atascosa County, Texas"
texas,austin,48015,"Austin County, Texas"
texas,bailey,48017,"Bailey County, Texas"
texas,bandera,48019,"Bandera County, Texas"
texas,bastrop,48021,"Bastrop County, Texas"
texas,baylor,48023,"Baylor County, Texas"
texas,bee,48025,"Bee County, Texas"
texas,bell,48027,"Bell County, Texas"
texas,bexar,48029,"Bexar County, Texas"
texas,blanco,48031,"Blanco County, Texas"
texas,borden,48033,"Borden County, Texas"
texas,bosque,48035,"Bosque County, Texas"
texas,bowie,48037,"Bowie County, Texas"
texas,brazoria,48039,"Brazoria County, Texas"
texas,brazos,48041,"Brazos County, Texas"
texas,brewster,48043,"Brewster County, Texas"
texas,briscoe,48045,"Briscoe County, Texas"
texas,brooks,48047,"Brooks County, Texas"
texas,brown,48049,"Brown County, Texas"
texas,burleson,48051,"Burleson County, Texas"
texas,burnet,48053,"Burnet County, Texas"
texas,caldwell,48055,"Caldwell County, Texas"
texas,calhoun,48057,"Calhoun County, Texas"
texas,callahan,48059,"Callahan County, Texas"
texas,cameron,48061,"Cameron County, Texas"
texas,camp,48063,"Camp County, Texas"
texas,carson,48065,"Carson County, Texas"
texas,cass,48067,"Cass County, Texas"
texas,castro,48069,"Castro County, Texas"
texas,chambers,48071,"Chambers County, Texas"
texas,cherokee,48073,"Cherokee County, Texas"
texas,childress,48075,"Childress County, Texas"
texas,clay,48077,"Clay County, Texas"
texas,cochran,48079,"Cochran County, Texas"
texas,coke,48081,"Coke County, Texas"
texas,coleman,48083,"Coleman County, Texas"
texas,collin,48085,"Collin County, Texas"
texas,collingsworth,48087,"Collingsworth County, Texas"
texas,colorado,48089,"Colorado County, Texas"
texas,comal,48091,"Comal County, Texas"
texas,comanche,48093,"Comanche County, Texas"
texas,concho,48095,"Concho County, Texas"
texas,cooke,48097,"Cooke County, Texas"
texas,coryell,48099,"Coryell County, Texas"
texas,cottle,48101,"Cottle County, Texas"
texas,crane,48103,"Crane County, Texas"
texas,crockett,48105,"Crockett County, Texas"
texas,crosby,48107,"Crosby County, Texas"
texas,culberson,48109,"Culberson County, Texas"
texas,dallam,48111,"Dallam County, Texas"
texas,dallas,48113,"Dallas County, Texas"
texas,dawson,48115,"Dawson County, Texas"
texas,deaf smith,48117,"Deaf Smith County, Texas"
texas,delta,48119,"Delta County, Texas"
texas,denton,48121,"Denton County, Texas"
texas,de witt,48123,"DeWitt County, Texas"
texas,dickens,48125,"Dickens County, Texas"
texas,dimmit,48127,"Dimmit County, Texas"
texas,donley,48129,"Donley County, Texas"
texas,duval,48131,"Duval County, Texas"
texas,eastland,48133,"Eastland County, Texas"
texas,ector,48135,"Ector County, Texas"
texas,edwards,48137,"Edwards County, Texas"
texas,ellis,48139,"Ellis County, Texas"
texas,el paso,48141,"El Paso County, Texas"
texas,erath,48143,"Erath County, Texas"
texas,falls,48145,"Falls County, Texas"
texas,fannin,48147,"Fannin County, Texas"
texas,fayette,48149,"Fayette County, Texas"
texas,fisher,48151,"Fisher County, Texas"
texas,floyd,48153,"Floyd County, Texas"
texas,foard,48155,"Foard County, Texas"
texas,fort bend,48157,"Fort Bend County, Texas"
texas,franklin,48159,"Franklin County, Texas"
texas,freestone,48161,"Freestone County, Texas"
texas,frio,48163,"Frio County, Texas"
texas,gaines,48165,"Gaines County, Texas"
texas,galveston,48167,"Galveston County, Texas"
texas,garza,48169,"Garza County, Texas"
texas,gillespie,48171,"Gillespie County, Texas"
texas,glasscock,48173,"Glasscock County, Texas"
texas,goliad,48175,"Goliad County, Texas"
texas,gonzales,48177,"Gonzales County, Texas"
texas,gray,48179,"Gray County, Texas"
texas,grayson,48181,"Grayson County, Texas"
texas,gregg,48183,"Gregg County, Texas"
texas,grimes,48185,"Grimes County, Texas"
texas,guadalupe,48187,"Guadalupe County, Texas"
texas,hale,48189,"Hale County, Texas"
texas,hall,48191,"Hall County, Texas"
texas,hamilton,48193,"Hamilton County, Texas"
texas,hansford,48195,"Hansford County, Texas"
texas,hardeman,48197,"Hardeman County, Texas"
texas,hardin,48199,"Hardin County, Texas"
texas,harris,48201,"Harris County, Texas"
texas,harrison,48203,"Harrison County, Texas"
texas,hartley,48205,"Hartley County, Texas"
texas,haskell,48207,"Haskell County, Texas"
texas,hays,48209,"Hays County, Texas"
texas,hemphill,48211,"Hemphill County, Texas"
texas,henderson,48213,"Henderson County, Texas"
texas,hidalgo,48215,"Hidalgo County, Texas"
texas,hill,48217,"Hill County, Texas"
texas,hockley,48219,"Hockley County, Texas"
texas,hood,48221,"Hood County, Texas"
texas,hopkins,48223,"Hopkins County, Texas"
texas,houston,48225,"Houston County, Texas"
texas,howard,48227,"Howard County, Texas"
texas,hudspeth,48229,"Hudspeth County, Texas"
texas,hunt,48231,"Hunt County, Texas"
texas,hutchinson,48233,"Hutchinson County, Texas"
texas,irion,48235,"Irion County, Texas"
texas,jack,48237,"Jack County, Texas"
texas,jackson,48239,"Jackson County, Texas"
texas,jasper,48241,"Jasper County, Texas"
texas,jeff davis,48243,"Jeff Davis County, Texas"
texas,jefferson,48245,"Jefferson County, Texas"
texas,jim hogg,48247,"Jim Hogg County, Texas"
texas,jim wells,48249,"Jim Wells County, Texas"
texas,johnson,48251,"Johnson County, Texas"
texas,jones,48253,"Jones County, Texas"
texas,karnes,48255,"Karnes County, Texas"
texas,kaufman,48257,"Kaufman County, Texas"
texas,kendall,48259,"Kendall County, Texas"
texas,kenedy,48261,"Kenedy County, Texas"
texas,kent,48263,"Kent County, Texas"
texas,kerr,48265,"Kerr County, Texas"
texas,kimble,48267,"Kimble County, Texas"
texas,king,48269,"King County, Texas"
texas,kinney,48271,"Kinney County, Texas"
texas,kleberg,48273,"Kleberg County, Texas"
texas,knox,48275,"Knox County, Texas"
texas,lamar,48277,"Lamar County, Texas"
texas,lamb,48279,"Lamb County, Texas"
texas,lampasas,48281,"Lampasas County, Texas"
texas,la salle,48283,"La Salle County, Texas"
texas,lavaca,48285,"Lavaca County, Texas"
texas,lee,48287,"Lee County, Texas"
texas,leon,48289,"Leon County, Texas"
texas,liberty,48291,"Liberty County, Texas"
texas,limestone,48293,"Limestone County, Texas"
texas,lipscomb,48295,"Lipscomb County, Texas"
texas,live oak,48297,"Live Oak County, Texas"
texas,llano,48299,"Llano County, Texas"
texas,loving,48301,"Loving County, Texas"
texas,lubbock,48303,"Lubbock County, Texas"
texas,lynn,48305,"Lynn County, Texas"
texas,mcculloch,48307,"McCulloch County, Texas"
texas,mclennan,48309,"McLennan County, Texas"
texas,mcmullen,48311,"McMullen County, Texas"
texas,madison,48313,"Madison County, Texas"
texas,marion,48315,"Marion County, Texas"
texas,martin,48317,"Martin County, Texas"
texas,mason,48319,"Mason County, Texas"
texas,matagorda,48321,"Matagorda County, Texas"
texas,maverick,48323,"Maverick County, Texas"
texas,medina,48325,"Medina County, Texas"
texas,menard,48327,"Menard County, Texas"
texas,midland,48329,"Midland County, Texas"
texas,milam,48331,"Milam County, Texas"
texas,mills,48333,"Mills County, Texas"
texas,mitchell,48335,"Mitchell County, Texas"
texas,montague,48337,"Montague County, Texas"
texas,montgomery,48339,"Montgomery County, Texas"
texas,moore,48341,"Moore County, Texas"
texas,morris,48343,"Morris County, Texas"
texas,motley,48345,"Motley County, Texas"
texas,nacogdoches,48347,"Nacogdoches County, Texas"
texas,navarro,48349,"Navarro County, Texas"
texas,newton,48351,"Newton County, Texas"
texas,nolan,48353,"Nolan County, Texas"
texas,nueces,48355,"Nueces County, Texas"
texas,ochiltree,48357,"Ochiltree County, Texas"
texas,oldham,48359,"Oldham County, Texas"
texas,orange,48361,"Orange County, Texas"
texas,palo pinto,48363,"Palo Pinto County, Texas"
texas,panola,48365,"Panola County, Texas"
texas,parker,48367,"Parker County, Texas"
texas,parmer,48369,"Parmer County, Texas"
texas,pecos,48371,"Pecos County, Texas"
texas,polk,48373,"Polk County, Texas"
texas,potter,48375,"Potter County, Texas"
texas,presidio,48377,"Presidio County, Texas"
texas,rains,48379,"Rains County, Texas"
texas,randall,48381,"Randall County, Texas"
texas,reagan,48383,"Reagan County, Texas"
texas,real,48385,"Real County, Texas"
texas,red river,48387,"Red River County, Texas"
texas,reeves,48389,"Reeves County, Texas"
texas,refugio,48391,"Refugio County, Texas"
texas,roberts,48393,"Roberts County, Texas"
texas,robertson,48395,"Robertson County, Texas"
texas,rockwall,48397,"Rockwall County, Texas"
texas,runnels,48399,"Runnels County, Texas"
texas,rusk,48401,"Rusk County, Texas"
